label;id;date;query;user;tweet
4;1753938690;Sun May 10 04:13:20 PDT 2009;NO_QUERY;khairul;@finafedora Yep she deserves the standing ovation 
4;1973604695;Sat May 30 11:28:43 PDT 2009;NO_QUERY;JolyRodriguez;@BlackWaterBlog Thank you sweety 
0;2065567352;Sun Jun 07 08:51:38 PDT 2009;NO_QUERY;shmalexis;The episode is about No Doubt tix! Wow 
4;1751784871;Sat May 09 20:16:09 PDT 2009;NO_QUERY;StillyBee;listening to the falling rain...lalala 
0;1794092286;Thu May 14 04:56:10 PDT 2009;NO_QUERY;Legend2k;@caro  I missed the finaly last night...
4;1990939306;Mon Jun 01 06:04:31 PDT 2009;NO_QUERY;caseyv9;haha. just joined IBEATYOU 
4;1979814419;Sun May 31 04:36:50 PDT 2009;NO_QUERY;miszsarahz;@leenkwan hehe hope u enjoyed dinner! wish i had gone too, but aunty made Mee Yoke  yummm. in the end shaun settled for mee yoke too hehe
4;2060715764;Sat Jun 06 19:26:19 PDT 2009;NO_QUERY;winniemzembe;use your mind before you make your move 
4;1960432558;Fri May 29 07:57:22 PDT 2009;NO_QUERY;Tulle989;is now watching hard candy...  got no idea what its about  
0;1880076674;Fri May 22 00:01:37 PDT 2009;NO_QUERY;mksmith2;Double bugger, this ear wax removal stuff isn't working as I had hoped...guess I'm off to the doctor tomorrow. 
4;1958076617;Fri May 29 02:34:50 PDT 2009;NO_QUERY;chiller;@catmachine Gosh, thank you!  
0;1993055148;Mon Jun 01 09:45:31 PDT 2009;NO_QUERY;seanwilder;Last day in Destin  #fb
4;2000901249;Mon Jun 01 23:16:10 PDT 2009;NO_QUERY;dastels;@missingnoise cool.. glad I bring some small joy into this world 
4;2006668467;Tue Jun 02 11:30:27 PDT 2009;NO_QUERY;damohopo;@geekgirl444 can you not dm me your actual name? first name will do 
0;2065050127;Sun Jun 07 07:46:57 PDT 2009;NO_QUERY;Nikki_Prichard;I had the worst dream ever last night. I miss jake 
0;1985013203;Sun May 31 16:15:14 PDT 2009;NO_QUERY;lifesagame2009;haha! #welshmovies is a trending topic... i can't think of any good new ones I haven't read on here though  fail!
0;1469871581;Tue Apr 07 07:39:59 PDT 2009;NO_QUERY;julieminevich;@localtweeps I listed myself yesterday (in 20036) but am still not showing up 
4;1825582027;Sun May 17 06:11:42 PDT 2009;NO_QUERY;Tojosan;@culinarycory shred, add mustard, put on buns. 
4;2047856291;Fri Jun 05 14:17:04 PDT 2009;NO_QUERY;Rolacolaandalex;@ddlovato  your lovely  x
4;2054088716;Sat Jun 06 06:31:39 PDT 2009;NO_QUERY;pinecone23;@trent_reznor Good work, its hard. Keep it that way please.   I have been smoke free for a few days! oh how i hate population control.
4;2056079601;Sat Jun 06 10:29:21 PDT 2009;NO_QUERY;carrotmadman6;@sjdvda Spot on. The iPhone is a phone, not a camcorder. 
0;1676643395;Fri May 01 22:41:18 PDT 2009;NO_QUERY;puchigee;@blac_boi ive tried to but he hasnt responded back...ima jus give it sum time...if not...i knew it was too good to b true 
4;2014897594;Wed Jun 03 03:02:54 PDT 2009;NO_QUERY;TheaRauth;@Jinxie_G I know your not a fan really... 
0;1835732524;Mon May 18 06:38:12 PDT 2009;NO_QUERY;ShottaCorrey;@MsSPAnisHFLY o word. That's how yall do it. Girls are worse than guys. I swear. We got feelings to 
0;2052780042;Sat Jun 06 01:59:51 PDT 2009;NO_QUERY;Tapasya_sharma;had so wished 2 visit da oxford bookstore 2day... bt guests arrivin @ last min...hafta visit da grocery instead 
4;1692217174;Sun May 03 19:31:25 PDT 2009;NO_QUERY;karthikkumar;slept for 3 hours in the evening . don't know if i will be able to sleep at night today 
0;1968669282;Fri May 29 21:56:35 PDT 2009;NO_QUERY;same_ol_b;@kahlil_white me either  I think it's time for me to put on my party bloomers and do the stanky leg.
0;2217989542;Wed Jun 17 21:42:16 PDT 2009;NO_QUERY;Azrael37;@SabriHorande No soy quien para decir nada sorry de verdad  Just don't Hide from life in books, live it and make it yours to publish! =*
0;2206348783;Wed Jun 17 06:24:17 PDT 2009;NO_QUERY;40oz211;atlantic city is a huge waste of money 
4;2004290158;Tue Jun 02 07:58:24 PDT 2009;NO_QUERY;Christhopper;Time to get my haircut and styled 
4;1967549583;Fri May 29 19:47:09 PDT 2009;NO_QUERY;somernewland;@kelbutt Sounds like just another day at work for me! 
0;1977797683;Sat May 30 21:44:01 PDT 2009;NO_QUERY;maisie26;Today was pretty fun! Still sad though 
0;1563486918;Sun Apr 19 23:01:25 PDT 2009;NO_QUERY;rosscarrel;@JeffSchwerdt yeah i got a 20 minute drive home still   I'll be lucky to be in bed by 3.  It's my own fault I was BS'in at last masters.
0;1573967677;Tue Apr 21 03:41:39 PDT 2009;NO_QUERY;bramus;@miroslaaf &quot
0;1881570839;Fri May 22 05:01:04 PDT 2009;NO_QUERY;toraks;Done with the cells -planned for little work on Sat, Sun, &amp
4;1979024190;Sun May 31 01:20:01 PDT 2009;NO_QUERY;typezero3;Time for a shower - it's not as muggy as the past few days 
0;2187328537;Mon Jun 15 20:07:17 PDT 2009;NO_QUERY;AustinRain;Lightning bug hit my windshield
4;2068157395;Sun Jun 07 13:35:53 PDT 2009;NO_QUERY;GrimyInk;@Eazy__E If you want a Danger Smashed Da Homie shirt all ya gotta do is go to www.grimyink.com They are the hottest thing out! 
4;1971634080;Sat May 30 07:33:04 PDT 2009;NO_QUERY;funkagenda;Looking forward to crowd testing my Zoe remix too... Its VERY festivally (word festivally tm @djpetegriffiths used with permission) 
0;2187150331;Mon Jun 15 19:51:48 PDT 2009;NO_QUERY;Kozitaa;@MM_Oporto is too early  dont sleep xd! i have the fucking porcina thing, i'm just kidding xd but i'm sick anyway Ă‚Â¬Ă‚Â¬ 7 days without school
4;2002093400;Tue Jun 02 03:07:09 PDT 2009;NO_QUERY;funnypinkdevil;Listing to and Loving Alcopopular 3  what a great way to start a Tuesday! http://tinyurl.com/BigPop3 x
4;1981000997;Sun May 31 08:11:05 PDT 2009;NO_QUERY;MariahsLamby;@MariahsUKFan Hey my sister's kids would love to go fish it out! For you!LOL! 
4;1751251813;Sat May 09 19:01:01 PDT 2009;NO_QUERY;Laurendoeshair;@heartstarbolt I could get away with it. dare me? I'll go buy it tomorrow 
0;2249118388;Fri Jun 19 21:45:08 PDT 2009;NO_QUERY;diamondg83;I miss the hell outta Chicago...  
4;2193305150;Tue Jun 16 08:16:35 PDT 2009;NO_QUERY;felixgaribay;@KhloeKardashian i admire you the most 
4;1981219513;Sun May 31 08:41:09 PDT 2009;NO_QUERY;elissums;@fishofdestiny yay!! 
4;2184922836;Mon Jun 15 16:37:10 PDT 2009;NO_QUERY;SweetTL;@mamastony ok so I'm the slacker 
4;1972401834;Sat May 30 09:09:23 PDT 2009;NO_QUERY;tylermarie4990;is already ready for a nap? Can't wait for tonight with my giiiiiiirl!!!! 
4;1989075273;Mon Jun 01 00:15:51 PDT 2009;NO_QUERY;StDAY;@a_simple_girl I'm watching Dead Like Me. Ever watch it? I've only seen a couple eps. Your love Gavin was in one! Thought you'd love that 
4;2055448860;Sat Jun 06 09:20:10 PDT 2009;NO_QUERY;SongoftheOss;Thanks to @danlopez2012 @AIC_Entertainment @paulastudio for the props  Ă˘Â™Â« http://blip.fm/~7qu1x
4;2185057003;Mon Jun 15 16:49:14 PDT 2009;NO_QUERY;carlkierman;im off to bed now, sweet dreams to all who read this  x
4;1957158552;Thu May 28 23:40:57 PDT 2009;NO_QUERY;lostluna;@minamic Oh yeah, oo nga! But you're getting married na! Haha! Can we share / shave (private joke)? Haha! Ok, I get Spock! Pressure! 
0;2051686563;Fri Jun 05 22:33:47 PDT 2009;NO_QUERY;trillhustlicist;@justmelody  Pour up for tha kid!
4;1984378658;Sun May 31 14:59:37 PDT 2009;NO_QUERY;alisonpollock;Relaxing at home with a bottle of Lisa McGuigan Gold &amp
0;1963101671;Fri May 29 12:12:19 PDT 2009;NO_QUERY;Cherrim;@cloudconnected --of them kinda turns me off of it all.  And then I buy more of them and dig a deeper hole, etc. 
0;2242118871;Fri Jun 19 11:47:34 PDT 2009;NO_QUERY;rbglaw;Back in Redlands. Off to Riverside. 
4;1971841249;Sat May 30 08:00:53 PDT 2009;NO_QUERY;JessicaRLane;I am being taken on an amazing day!! Life is good 
0;1977163415;Sat May 30 20:15:43 PDT 2009;NO_QUERY;ornithes;Well Lebron, it looks like it's over for you. Better luck next time 
4;1834524364;Mon May 18 03:15:49 PDT 2009;NO_QUERY;raspberry;@wittertainment don't want to see The Exorcist, not keen on scary films 
0;2053664533;Sat Jun 06 05:19:00 PDT 2009;NO_QUERY;velvetescape;Discovering the world, 10 days a year. Americans do get very few holidays a year!  http://bit.ly/18bAhC
0;2257064153;Sat Jun 20 13:44:20 PDT 2009;NO_QUERY;VanessaHudgy;urgg Ă˘ÂŚ?Ă˘ÂŚ? so annoyed for being like that!  why do i always hurt the ones closest to me
4;1985947382;Sun May 31 18:04:27 PDT 2009;NO_QUERY;state_of_flux;watching UP. its so adorable. 
4;2048658930;Fri Jun 05 15:33:41 PDT 2009;NO_QUERY;bluefur;@BeckyWilson27 
4;2069637897;Sun Jun 07 16:14:47 PDT 2009;NO_QUERY;maanndddd;finaalllly...china wok 
0;2245618033;Fri Jun 19 16:23:37 PDT 2009;NO_QUERY;BunnyBridget;I'm so hungover today  after partying for Kendra's bachelorette party.
4;1956530514;Thu May 28 22:04:47 PDT 2009;NO_QUERY;olyheather;I'm tweeting from my fancy dancy new phone. 
4;2052693758;Sat Jun 06 01:39:32 PDT 2009;NO_QUERY;gemeg;@archuphils DAVID's #1!! My technique worked well!!! OMG 
4;1981390317;Sun May 31 09:03:08 PDT 2009;NO_QUERY;peaceluvjonass;21 days the jonas brothers are at the MMVA's, 13 days till you get your wristbands! WHO'S GOING? LET ME KNOW! 
0;2216244732;Wed Jun 17 19:13:39 PDT 2009;NO_QUERY;anima;Thanks to @icblues I am now remembering the times when I still play KOF. Want  http://community.livejournal.com/kingoffighters/
4;2065396640;Sun Jun 07 08:30:36 PDT 2009;NO_QUERY;ghbetbeze;@repki BTW, what does repki stand for? 
4;1827830231;Sun May 17 11:32:09 PDT 2009;NO_QUERY;bobbythomas1;everyone wants to ''make believe,'' even the tangible will fail to suffice 
4;1989437537;Mon Jun 01 01:32:18 PDT 2009;NO_QUERY;jimrhiz;@nph Thanks! http://tr.im/ibing works nicely (FWIW 
0;2201874032;Tue Jun 16 20:54:09 PDT 2009;NO_QUERY;boomchickalacka;Picked up Errrrl. Now on my way home. Court in the morning 
4;1982909637;Sun May 31 12:08:18 PDT 2009;NO_QUERY;aarthycrazy;@meerasapra really me too... i love mongrels the best.... 
0;1983878126;Sun May 31 14:00:42 PDT 2009;NO_QUERY;Lowryn;Think we ate dodgy burgers today. Daughter feels sick and I have dicky tummy. Clearly a case of the cows fighting back 
4;1980148646;Sun May 31 05:51:14 PDT 2009;NO_QUERY;PaperCakes;@JuliaVerne If you ocme, please let me know! 
4;1564853031;Mon Apr 20 05:08:47 PDT 2009;NO_QUERY;gpok;@noxhanti : All good, Move servers on palsnaija.com ...and u? 
0;2228382469;Thu Jun 18 14:22:19 PDT 2009;NO_QUERY;sapient_pear;After seventeen hours on the road I'm at my final destination, which sadly doesn't have wireless internet, which means I have to share 
4;2053632275;Sat Jun 06 05:12:40 PDT 2009;NO_QUERY;erin0584;Awake early this am. Trying to decide which to-do to tackle first! Laundry? Cleaning? Yardwork? Reading? The nursery? Or crib shopping? 
0;2193495586;Tue Jun 16 08:32:10 PDT 2009;NO_QUERY;ndjohnson8;Wishing I was poolside instead of at a desk all day 
0;1676931712;Fri May 01 23:45:44 PDT 2009;NO_QUERY;msmistyminx;i just broke my tooth on a lemon head 
0;2208437683;Wed Jun 17 09:11:53 PDT 2009;NO_QUERY;barbizuvilivia;I miss my friends   M &amp
4;1993193157;Mon Jun 01 09:59:01 PDT 2009;NO_QUERY;SammiHouse;LOL @GemmaLyons embarrassed me infront of the boy i like today, LMFAO i hate you! .... 
0;2322787554;Wed Jun 24 23:16:21 PDT 2009;NO_QUERY;jennyrake;Had to delete tweetdeck. Too many crashes and timeouts! Bummer 
4;1685126672;Sat May 02 23:09:26 PDT 2009;NO_QUERY;nithinkd;@remzology No reached a battleground in search of gabbar twins 
4;1998475092;Mon Jun 01 18:36:36 PDT 2009;NO_QUERY;PhatAura;@usagi_ I considered it. Cuz I couldn't find anything! And also for the dancing room. 
0;2051122085;Fri Jun 05 19:54:13 PDT 2009;NO_QUERY;paperlyts;is there such word as 'coldstroke'? cause i think i'm having one. hahaha. idk what happened to the hot weather but it's so cold now 
0;2262353916;Sat Jun 20 22:21:02 PDT 2009;NO_QUERY;yayitsnikki;Piggin out with @donnagpearson. I ate badly today 
4;2013794830;Tue Jun 02 23:35:53 PDT 2009;NO_QUERY;purepulse64;@adriansito mmhmm like i believe that... you know your making a porn... don't lie... btw i want a copy 
4;1833811814;Mon May 18 00:32:37 PDT 2009;NO_QUERY;RabbiAntoine;I'm veg'in in my 'skivies' laxin' back. If you're cool with the jabber, then you're older than you think! 
0;1752305011;Sat May 09 21:33:54 PDT 2009;NO_QUERY;kaitlinnmarie;happy mother's day to the best mom in the world...mine!!(L)(L) i miss her 
0;1883504884;Fri May 22 08:39:26 PDT 2009;NO_QUERY;silas216;The Friday before a three-day-weekend should never be THIS busy.  http://ff.im/39bXY
4;1979529599;Sun May 31 03:26:32 PDT 2009;NO_QUERY;greatbrew;I have just finished my night with a beautiful but perhaps not for everyone Trappist Ale. The Orval, an authentic Trappist ale. This is 
0;2209082390;Wed Jun 17 09:59:20 PDT 2009;NO_QUERY;ShilohAnne;Check engine light? 
0;2221218460;Thu Jun 18 04:57:05 PDT 2009;NO_QUERY;gina1404;activity in the last 3 hours: mow the lawn    I  need urgently a gardener !!!
0;2246956703;Fri Jun 19 18:22:30 PDT 2009;NO_QUERY;denisesalinas;I'm at work watching other people anjoy dinner  I'm starving!
4;1823599843;Sat May 16 22:25:09 PDT 2009;NO_QUERY;sandaruwan;@chathuras too late.. installed already 
4;1992478141;Mon Jun 01 08:49:08 PDT 2009;NO_QUERY;nybblerj;there is no dishonor in being mistaken.. yet there is great folly indeed in being so stubborn that you refuse to admit your own mistakes. 
0;1760073125;Sun May 10 20:36:13 PDT 2009;NO_QUERY;Juddrz;This movie is emotional  i love it!! I am really sensitive lol &lt
0;2072527381;Sun Jun 07 21:12:02 PDT 2009;NO_QUERY;__nanabanana;@lzigman And we wonder why we rank so highly on most dangerous cities list 
4;1694437619;Mon May 04 02:37:31 PDT 2009;NO_QUERY;ffifah;Is at coffee bean, met Dean 
0;2215549798;Wed Jun 17 18:17:32 PDT 2009;NO_QUERY;Jemi4Life;@JessJ9294 i knowwwwwww. UGH. 
4;2066645124;Sun Jun 07 10:54:36 PDT 2009;NO_QUERY;joeyanne;@ihitthebar 9pm tonight, must watch TV. We've got snacks in ready 
0;1977448676;Sat May 30 21:00:02 PDT 2009;NO_QUERY;rosiebfly;My son is being deported  
0;2187682005;Mon Jun 15 20:38:43 PDT 2009;NO_QUERY;spcghst440;@mahaffy I just could not believe the MSM edited that part out.. 
4;1793704176;Thu May 14 03:42:02 PDT 2009;NO_QUERY;demiswissfan;@EllaPaigeBabe no you are the sweetest and talented girl I've ever met! LoL wanna come so bad to see u! hopefully in summer 
0;2052930968;Sat Jun 06 02:35:37 PDT 2009;NO_QUERY;butterbean74;@KirstieMAllsopp not nice when they grow up 
4;1966894284;Fri May 29 18:35:38 PDT 2009;NO_QUERY;centerpet;@Karmatical Thanks!! Have a great weekend too 
0;1989111297;Mon Jun 01 00:22:55 PDT 2009;NO_QUERY;elnino1211;Deadline is on the way..!! 
